essay,topic,para_count,word_count,sentence_count,sentence_len(mean),sentence_len(mode),sentence_len(max),sentence_len(min),stop_words,sw_rates,unique_words,noun,verb,adj,pron,modal verb,most_freq,number_of_repeatation,max_occurance_of_most_frequent_phrase,avg sentence complexity,lexical diversity,sentence similarity mean,sentence similarity median,sentence similarity mode,word_sim_p_count,word_sim_p_score,word_sim_n_count,word_sim_n_score,word_sim_score,flesch grade,Automated Readability,coleman_liau,cohesion score,uniqueness of words,positive_sentiment,negative_sentiment,neutral_sentiment,discourse_marker,label
"A matter of considerable controversy at present is the issue of whether distance-learning should be promoted as much as possible, or rather attending lectures in person should be allowed to take a predominant place in universities because this way of learning is superior than online degrees. From my perspective, online-teaching should be widely used among colleges and universities in terms of convenience and optimizing cost for educational institutions.

To begin with, distance-learning brings significant convenience for students in every corner of the world. In earlier times, students who were tired of commuting had to attend schools nearby, regardless of any differences in teaching facilities, teacher's qualifications or the school reputation. Now, however, students are able to apply for online-courses provided by top-of-the-range universities and colleges worldwide. Furthermore, the presence of video conferencing allows a teacher to teach a greater number of students. Consequently, educational institutions are able to optimize costs by increasing teacher-student ratios. Thanks to the economical online-teaching, universities and colleges are able to offer grants for students who have outstanding academic achievements but are unable to attend schools because of financial constrains.

Nevertheless, opponents of online-degrees would argue that attending lectures in person provides students an opportunity to communicate with teachers and other classmates. They further point out that traditional teaching approaches involving discussion and cooperation among students play a significant role in campus life. It is the real interactions and communications in class make education much more attractive.

By way of conclusion, it is my belief that distance-learning will become increasingly important in the future as the pace of life increases. However, discussions and interactions should be held via video conferencing frequently so that the joy of learning would not be diminished",distance-learning vs. attending school in person,4.0,285.0,13.0,21.923076923076923,22.0,46.0,12.0,139.0,10.692307692307692,181.0,0.3473684210526316,0.1298245614035087,0.0947368421052631,0.0175438596491228,7.0,7.0,0.0,1.0,7.0,0.5705128205128205,0.8385202792974619,0.9162356853485109,0.8480111956596375,293.0,115.81034231128451,0.0,0.0,115.81034231128451,14.2,17.9,16.88,4.347464602268885,0.5705128205128205,0.132,0.016,0.851,47.0,0.0
"Many people believe that children should study at school to have more knowledge that prepare better for their future. Others, however, think that these children may disrupt their school work and should be allowed to leave school early to find a job. Personally, I tend to agree with the point of view that student have to be forced to study at school.

First of all, schools offer to students a good environment with experienced professors and high quality programs for studying. It creates the best conditions for students education and can force them to focus on their school work instead of wasting their time to do useless things. Second of all, schools provide lots of academic knowledge to students. Students may learn professional skills, expand their understandings and gain experiences. Therefore, they have more opprotunities to find a job and to be successful in the future. For example, as we know, employer always prefer to hire an employee of high degree who have professional skills.

Nevertheless, it is not unreasonable that some people think that children should interrupt their school work and get a job. Whether children can learn a lot at school, there are many subjects that will be of little value to them in the future. Furthermore, children can learn social skills when they have a job. They can get more experiences that can not be obtained at school. Working helps children be more independent and teach them to esteem and manage the money that they've earned.

Overall, I believe that students should study at school. Even though there are some advantages of leaving school to find a job, studying at school is always the best choice for children's future. There are many ways that can train children to learn independent and social skills instead of getting a job.",Study at school or get a job?,4.0,301.0,17.0,17.705882352941178,19.0,27.0,9.0,159.0,9.352941176470589,154.0,0.2524916943521594,0.1893687707641196,0.0797342192691029,0.0531561461794019,13.0,11.0,0.0,1.0,5.235,0.4401197604790419,0.8657808233709896,0.9225729703903198,0.8540306687355042,297.0,134.68655549051056,2.0,-0.2382963113206885,134.44825917918988,7.8,10.7,10.5,3.7232123764307934,0.4401197604790419,0.11,0.038,0.852,28.0,0.0
"The last decade has seen an increasing number of tourists travelling to visit natural wonder sights, ancient heritages and different cultures around the world. While some people might think that this international tourism has negative effects on the destination countries, I would contend that it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations.

Firstly, international tourism promotes many aspects of the destination country's economy in order to serve various demands of tourists. Take Cambodia for example, a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants, hotels, souvenir shops and other stores. These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard. Therefore tourism has clearly improved lives in the tourist country.

Secondly, through tourism industry, many cultural values have been preserved and natural environments have been protected. For instance, in Vietnam, many cultural costumes and natural scenes, namely 'Trong Dong' drum performance and 'Ha Long' bay, are being encouraged to preserve and funded by the tourism ministry. Without this support and profit from tourism, many traditional cultures would disappear due to its low income works. Thus, tourism has survived many non-tangible cultural values and beauty scenes.

To conclude, as far as I am concerned, international tourism has both triggered economic development and maintained cultural and environment values of the tourist countries. In addition, the authorities should adequately support these sustainable developments.",International tourism is now more common than ever before (against),4.0,251.0,12.0,20.916666666666668,10.0,39.0,10.0,106.0,8.833333333333334,166.0,0.3147410358565737,0.1394422310756972,0.1354581673306772,0.0119521912350597,4.0,8.0,0.0,1.0,5.083,0.5830388692579506,0.8269189298152924,0.8902727961540222,0.8650873303413391,246.0,95.52386506470398,1.0,-0.1107116675454079,95.41315339715858,12.6,16.8,16.07,4.189363961726468,0.5830388692579506,0.19,0.044,0.765,33.0,0.0
"Camping can take on many definitions. Camping to one person can mean seclusion in the middle of a forest. Another individual might think camping as a motor home with all the amenities of their house, including the kitchen sink. Whatever the definition is, camping is an experience that should be tried by everyone.

The U.S. Environmental Protection Agency has posted on their website, epa.gov/iaq/pubs/insidest.html, that approximately 90% of a person's life is spent indoors. The same article goes on to state ""In the last several years, a growing body of scientific evidence has indicated that the air within homes and other buildings can be more seriously polluted than the outdoor air in even the largest and most industrialized cities."" Spending time camping is a great way to revitalize the lungs. The phrase ""city air"" often is thought as air that is polluted, while ""country air"" is often used to describe clean, healthy air. Breathing the country air usually makes a person feel revitalized. There is no better way to receive the country air than while camping.

Another great part about camping is being outside under the sun. The sun rays help the human body with the production of vitamin D. In fact, other than popping a vitamin pill, the only way that a body can produce vitamin D is through the exposure to the sun. Feeling the warm rays of the sun hit the face is always a welcome sensation. Being outside in the sun is another great advantage of camping.

With the recent downturn of the economy, people are always trying to find ways to have fun at a relative inexpensive cost. Camping is a great way to have fun while keeping the overall cost down. A one night stay at Sands of Time RV Park costs twenty two dollars a night. That fee includes water, sewer, and electric. A stay in a condo in the same area will cost at least $645.00 for the week. A condo will cost the family $491 more than a campsite. That difference in price can make a camping trip a good possibility while keeping the overall costs down to a minimum.

Camping gives anyone the possibility to go places that they have never been before. Camping can take you to Yosemite, or into the Band Lands of South Dakota. Camping can also take place at a nearby state park. No matter where the campsite is, a camper can feel miles away from the city. There are so many places both near and far that are best experienced by spending a few days within the place. Camping gives you the ability to see these beautiful locations at first sunlight, in the middle of the day, at sunset and even under the stars. It can be amazing how different the same object can look throughout the day.

Campers often express how a feeling comes over their body when they reach the moment when the day to day turmoil leaves their body. Virtually every camper experiences this moment. This is specifically when they are experiencing nature and the realization is made how much simpler life is when outside with nature. Returning to nature often allows campers to return to their true selves. It is this discovery that should be experienced by all.

The benefits of camping can also be seen in families. Some people that do not like the idea of camping give the reason of having to camp with people in such a confined space. It this confined space that, when allowed, can create a close bond between family members. When families go camping, they put the jobs and sporting events on hold. There are usually no video games being played, no soccer practice to drive to, and no business projects to worry about. By putting aside all of these events, the family has an opportunity to bond and renew their relationships. Some of this may be foreign to some people and there can be resistance. When this resistance is put aside, these bonds will be renewed. Camping is a great way to bring families together and strengthen their love.

Food is always a item that people cannot do without. Campers have an opportunity to try some interesting food. Cooking over a fire makes burgers and potatoes taste better than can be found at any fast food place. Campers need to think out their meals thoroughly prior to making a trip. These well planned meals are sometimes the best meals that campers have ever had. Cooking a chicken over campfire, cooking an apple pie in a dutch oven, and cooking a burger wrapped in foil on the coals of a camp fire can put the best gourmet chefs to shame. Perhaps it is the fresh smoke, the clean air or just the fact that a camper's senses are heightened. Whatever the reasons are, food always tastes better when camping.

Some of the people that can be met while camping can make the entire trip better. Campers can come from every state, and sometimes different countries. Taking a simple walk around the campsite, the camper can encounter these people and hear the most amazing stories. Campers are friendly and enjoy the company of fellow campers. Kids always seem to find new ""best friends"" for the weekends and even adults may find themselves sharing a meal with their new neighbors.

Sometimes camping can also make campers realize the overlooked luxuries that they experience day to day. Flush toilets, warm showers, central heating and air, and even the lack of bugs accompanying the sleeping camper are some of the luxuries that are missed the most. A small weekend away from these luxuries can make the campers realize how lucky they are in their day to day living.

Camping is one of the most basic and enjoyable activities that can be experienced by all. Camping has no requirements other than willing participants. Camping doesn't discriminate, doesn't have deadlines and has nothing but fun around each corner. No matter if the camping is experienced in a tent or in a luxury camper, getting outside, in the wilderness can provide a lifetime of memories. Camping has something for everyone.",Everyone Should Go Camping,11.0,1029.0,63.0,16.333333333333332,14.0,45.0,5.0,558.0,8.857142857142858,489.0,0.2672497570456754,0.1477162293488824,0.0699708454810495,0.021379980563654,32.0,14.0,4.0,3.0,4.969,0.3945756780402449,0.8753914842238792,0.8953137397766113,0.7550771832466125,1019.0,425.4133041864212,2.0,-0.0680441253061713,425.34526006111497,7.0,8.5,9.05,4.756260927130772,0.3945756780402449,0.103,0.031,0.866,95.0,0.0
"With the rapid development of the standard of people's life, increasing numbers of animal experiments are done, new medicines and foods, for instance. Some opponents says that it is cruel to animals and nature, however, I believe that no sensible person will deny that it is a dramatically cruel activity to humanity if the latest foods or medicines are allowed to sold without testing on animals. In my essay, I will discuss this issue from twofold aspects.

First of all, as we all know, animals are friendly and vital for people, because if there are no animals in the world, the balance of nature will broke down, and we, human, will die out as well. The animal experiments accelerate the vanishing of some categories of animals. In other words, doing this various testing is a hazard of human's future and next generation.

Though animal experiments have negative impact on the natural balance, it is necessary to make sure that people can live a long life. To begin with, it is indisputable that every new kind food or pill may be noxious, and scientists must do something to insure that the new invention benefits people instead of making people ill or even dying. The new foods or medicines are invented to promote the quantity of human's life. Thus even if they are volunteers; they cannot take the place of animals to test the new foods or medicines. Furthermore, it also have potentially harm for human's health without any testing.

To sum up, I reaffirm that although there is some disadvantages of animals' profits, the merits of animal experiments still outweigh the demerits.",Using animals for the benefit of the human beings,4.0,271.0,12.0,22.58333333333333,23.0,43.0,11.0,153.0,12.75,163.0,0.2656826568265683,0.1328413284132841,0.0959409594095941,0.055350553505535,8.0,7.0,1.0,2.0,5.667,0.5,0.8302501092354456,0.9177087545394896,0.8463377952575684,271.0,111.04586547389653,1.0,-0.0265785830546545,111.01928689084184,12.1,12.8,10.39,3.983191385341992,0.5,0.087,0.111,0.802,39.0,0.0
"The last decade has seen an increasing number of tourists travelling to visit natural wonder sights, ancient heritages and different cultures around the world. While some people might think that this international tourism has negative effects on the destination countries, I would contend that it has contributed to the economic development as well as preserved the culture and environment of the tourist destinations.

Firstly, international tourism promotes many aspects of the destination country's economy in order to serve various demands of tourists. Take Cambodia for example, a large number of visitors coming to visit the Angkowat ancient temple need services like restaurants, hotels, souvenir shops and other stores. These demands trigger related business in the surrounding settings which in turn create many jobs for local people improve infrastructure and living standard. Therefore tourism has clearly improved lives in the tourist country.

Secondly, through tourism industry, many cultural values have been preserved and natural environments have been protected. For instance, in Vietnam, many cultural costumes and natural scenes, namely 'Trong Dong' drum performance and 'Ha Long' bay, are being encouraged to preserve and funded by the tourism ministry. Without this support and profit from tourism, many traditional cultures would disappear due to its low income works. Thus, tourism has survived many non-tangible cultural values and beauty scenes.

To conclude, as far as I am concerned, international tourism has both triggered economic development and maintained cultural and environment values of the tourist countries. In addition, the authorities should adequately support these sustainable developments.",International tourism is now more common than ever before (for),4.0,251.0,12.0,20.916666666666668,10.0,39.0,10.0,106.0,8.833333333333334,166.0,0.3147410358565737,0.1394422310756972,0.1354581673306772,0.0119521912350597,4.0,8.0,0.0,1.0,5.083,0.5830388692579506,0.8269189298152924,0.8902727961540222,0.8650873303413391,246.0,95.52386506470398,1.0,-0.1107116675454079,95.41315339715858,12.6,16.8,16.07,4.189363961726468,0.5830388692579506,0.19,0.044,0.765,33.0,0.0
"Nowadays men and women are equally participating in every field. Contrastingly, in the past time, women worked at home and performed sophisticated work. This factor is still affecting thinking of many people. They still believe that in present time women must do such type of work only. This tendency enforces universities to accept student according to the gender.

Universities should accept equal numbers of students of both genders. Initially, if we look into the fact, women have proved themselves in every field whether it is indoor or outdoor. For example, nowadays women are working in home as well as in the sky. They are acting as a good housewife and they are flying planes also. Furthermore, university authority must not be biased on ground of the gender discrimination. They must consider the academic record of the student as main criteria of admission.

However, the current job market affects the decision of universities. Every university designs its courses according to the need of employers. The job selection criteria are pre decided. For instance employers need male candidates for the heavy work such as repairing and installation of heavy machine. They prefer male staff for night shifts. They want female candidates for soft natured work like counseling, teaching, designing etc. Therefore, universities follow the requirement of job providers and decide subject suitable for particular gender.

To conclude, I strongly believe that universities much open choice for everyone to select his subject. Our youth has become very confident towards his career. They are not ready to be bound in certain limitations. Female candidates also do not care about any restriction posed by the society and the employer. So we must give them opportunity to achieve their goal.",Gender Equality at university admission,4.0,284.0,23.0,12.347826086956522,10.0,20.0,7.0,134.0,5.826086956521739,188.0,0.2887323943661972,0.1443661971830986,0.0985915492957746,0.0492957746478873,5.0,5.0,0.0,1.0,4.652,0.5723270440251572,0.8286080412242723,0.8672925233840942,0.7827004194259644,278.0,112.64597502241836,2.0,-0.3487406330665717,112.2972343893518,8.1,9.7,11.82,4.309188386149233,0.5723270440251572,0.103,0.022,0.875,41.0,0.0
"Games have played a key role in children's growth, especially in terms of their abilities. With technological advances, children have more access to modern games currently. In such case, the relative importance of traditional games and modern games in children's developments of skills has become a frequent topic of discussion. For me, I believe parents and educators should attach more importance to traditional games.

It is true that modern games may be, to some extent, beneficial for children to foster some skills, such as computer skills or the capacity to keep up with the latest trend. This is because children have to be proficient at computers and the Internet if they want to join online games, which, in fact, helps children acquire a particularly powerful skill at work in future. At the same time, children have the chance to experience the state-of-the-art technology, raising their awareness of innovation rather than stay conservative.

However, I think traditional games are still indispensible in children's learning process, even much more essential than modern games, especially in modern society. One primary merit of traditional games is that they foster children's communication skills. Unlike most modern games which focus on the interactions between children and machines, traditional games provide a relaxing and enjoyable atmosphere where children can chat, laugh and cooperate face to face. As a result, communicating with a variety of people will not be an issue for these children any more.

Furthermore, it is the educational functions traditional games hold that keep them alive today. In fact, these traditional games were elaborately devised by educators and have been proven effective in improving children's skills on different aspects in previous teaching practices. By contrast, modern games are developed by game companies for the purpose of profits. Therefore, there is a risk that children may be exposed to unhealthy contents, such as violence or pornography, arranged in the games by such companies to secure financial survival.

Thus, I would conclude that traditional games should be, by no means, ignored by parents and teachers with the advent of modern games. Only through traditional games can children be ensured a positive and healthy skills learning process.",Traditional games or modern games in developing children's skills,5.0,359.0,17.0,21.11764705882353,14.0,34.0,11.0,179.0,10.529411764705882,206.0,0.3008356545961003,0.116991643454039,0.1392757660167131,0.0278551532033426,8.0,18.0,0.0,1.0,5.667,0.4877450980392157,0.8478829430209266,0.9042063355445862,0.7727630734443665,361.0,140.98956881036108,1.0,-0.0347668202792943,140.9548019900818,11.5,14.7,13.4,3.972337251681026,0.4877450980392157,0.161,0.039,0.8,51.0,0.0
"Perhaps, no issue in this world is as significant to people as cooking food, because it affects everybody in their daily lives. Some people hold the opinion that people should spend much time on food. However, I do think that people are likely to spend less time in cooking food. There are various reasons why I maintain this viewpoint, and among those reasons are two important ones.

The first and foremost reason is that with the development of science and technology, more advanced kitchen facilities, such as the modern microwaves or the advanced pressure cookers, have been created and invented to help people prepare and cook food in a very short time. As a result, people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years. Actually, in recent years, there was a significant increase in the number of people from all walks of life realizing this valueable benefit of those technologies in doing their housework. And this figure still continueously go up along with the improvement of science and technology. Thus, it is certain that spending less time on cooking will be the main trend in near future.

Another reason is that most of young people prefer to have meals at restaurants because they want to invest more time in their work or study to improve themselves. According to a recent survey, 89% of people have come to think that, since they have been put in the situation which is filled with competitions and pressures, they have to use a lot of time to work hard, to update themselves, to acquire all kinds of skills and so on. Thus, they find hard to have time to prepare and cook a meal. Even they have some spare time, they prefer to go out with friends to relax and relieve the pressure from work and study.

Some people may argue that investing much time in cooking food will guarantee nutrition as well as quality of food for their family. To some extent, it is true. However, as a matter of fact, using technology or advanced facilities do not make food lose its nutrition and quality. Even, with the help of ozone machines, bacterias, mold spores, or pesticide in vegetables, fruits and foods will be killed and removed, thus health and life of eaters is assured. Besides, along with the high living standard, requirements of quality products in almost restaurants, nowadays, are under severe control and supervision by appropriate authorities. Consequently, it is quite easy to have a nutritious meal with guaranteed quality, but do not waste a lot of time.

To sum up, if all those factors are contemplated, it is obviously found that there are many solid reasons to support my viewpoint. So, from what have been discussed above, I strongly affirm the conclusion that people will spend less time in cooking food",people will spend less time on cooking food,5.0,484.0,21.0,23.047619047619047,23.0,51.0,6.0,268.0,12.761904761904765,261.0,0.262396694214876,0.128099173553719,0.0805785123966942,0.0433884297520661,6.0,11.0,2.0,2.0,5.857,0.4456721915285451,0.8806123960585821,0.9226256608963012,0.8791993260383606,477.0,212.3140341429579,0.0,0.0,212.3140341429579,9.9,12.5,9.93,4.391816187579707,0.4456721915285451,0.111,0.03,0.859,75.0,0.0
"In the present age, it is a matter of fact that increasing minority languages have diminished from the world due to the proliferation of English. Some people claim it's a reasonable loss in globalization while others argue the demerits exceed the merits. Personally, I agree with the former opinion.

No one can deny the huge benefits of the trend that English is being accepted universally. To begin with, communication between countries and cultures become convenient. In my country, English is a required course from elementary school. Thus, studying abroad is easy and becomes hot among youngsters. For them, language obstacle is no longer a problem, which results in mutual understanding and trust between their mother land and the host country. This, in turn, enhances relationship and promotes international business. Furthermore, researchers, especially those who work on high-tech, would have wider range of references if they are good at English. Taking IT industry for an example, top technical science is published in English. It's neither to get a translated version of these articles, nor to always have a translator besides. As a result, they have no choice but choosing English as a second language.

Admittedly, opponents may blame that English is making lesser-known languages disappear ever year. Hence, the culture heritage and nation identity vanish. However, this is really short-sighted, ignoring the rapid development of native economy and society.

In conclusion, in spite of some negative effects, I'm totally convinced that the prevalent usage of English brings benefits to people and countries all around. I suggest all youths should learn English owing to its key role in globalization. But at the same time, actions, like recording, can be taken to protect native languages and cultures.",Influence of English - advantages outweigh the disadvantages,4.0,284.0,19.0,14.947368421052632,17.0,25.0,7.0,145.0,7.631578947368421,204.0,0.2640845070422535,0.1338028169014084,0.0915492957746478,0.0352112676056338,5.0,9.0,0.0,1.0,4.632,0.6060606060606061,0.8274329241953398,0.8748105764389038,0.799992024898529,285.0,110.32537596783736,1.0,-0.0265785830546545,110.29879738478272,9.1,11.4,12.4,4.530335007743299,0.6060606060606061,0.105,0.104,0.79,38.0,0.0
"Nowadays, the importance of vehicles has been widely recognized thoughout the world. However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution. Some argue that the best solution to these issues is raising the price of petrol. From my perspective, I think their view is overly simplistic.

Undeniably, making the fuel cost more money could limit the number of vehicles to some extent. Due to the increasing number of petrol stations, the competition in this field is more and more fierce, thus the price of petrol could be lower in the future. Therefore, those who are suffering from the inefficiency of public transport tend to own a car immediately. Moreover, some families purchase even more than three cars just for their own sake. In such case if they must pay more money on fuel, they may consider about that price of purchasing additionally for more time.

Nevertheless, such an argument may restrict the real necessity of automobiles. In fact, some families really need one or two cars. For example, three family members have to work or study in three place separated so far with each other, then they need to acquire at least two cars or they may both be late. On the other hand, the development of automobile industry could be restrained as well as the employments offered by it, which could have negative effects on economy. Therefore, I can hardly agree that the solution is the best.

From my mind, I think there are three ways tosolve these problems. Firstly, a new method of expenditure classification could be adopted. For instance, individuals had to pay much more for fuel if they possess more than three vehicles; secondly, the government should develop the public transport to meet the residents' demand; last but not least, the people should be encouraged to use electric car to reduce the car emissions.

To conclude, I personally believe the government should take some actions such as classifying the payment, boosting the public transport and encouraging individuals to adopt the zero-emission cars, rather than raising the price of petrol, to get rid of the traffic and pollution problems.",Can petrol price increase impact on reducing traffic and pollution?,5.0,360.0,18.0,20.0,10.0,48.0,10.0,202.0,11.22222222222222,213.0,0.2527777777777777,0.1527777777777778,0.075,0.0361111111111111,13.0,4.0,1.0,2.0,5.0,0.5049261083743842,0.8410999178886414,0.8971257209777832,0.7174248099327087,353.0,149.879970922583,1.0,-0.0433063982533547,149.83666452432965,11.1,12.3,11.14,4.401275354778071,0.5049261083743842,0.084,0.067,0.849,42.0,0.0
"A matter of considerable controversy at present is the issue of whether developments in agriculture are beneficial to humankind, or rather these developments should be allowed to die out just as many inappropriate innovations have in the past. From my perspective, these developments in agricultures should be preserved for the sake of the benefits of all human beings.

To begin with, innovations in agriculture such as mechanized farming and the creations of genetic engineering foods may be the only way to feed the vast number of people in every corner of the world. Imagine the tragedies that would ensue if people lived in famine and started to eat people to survive. Therefore, governments around the world have the obligation to fund in technological developments in farming in order to make an enough production of food for its people. Another reason for applied technology in agriculture is the low-priced foods resulted from the widely used of factory farming. Thanks to the lower expenditure in food consuming, low income people now have sufficient money to cover up costs in health and education.

Nonetheless, opponents of modern technology in agriculture would argue that the proliferation of GE food and factory farming are detrimental to people's health. They further suggest that food which is genetically modified interrupts the natural balance of the ecosystem and would return to haunt us in unexpected ways. In other words, although technological developments in agriculture is beneficial in the short term, its long term negatives are significant.

In reality, of course, the wide spread use of modern technology in agriculture may be problematic in itself; however, given the seriousness of food insufficiency through out the world, I believe this would be the ultimate goal.",pros and cons of developments in agriculture,4.0,285.0,11.0,25.90909090909091,20.0,38.0,18.0,148.0,13.454545454545457,168.0,0.3017543859649123,0.1157894736842105,0.1052631578947368,0.0140350877192982,8.0,6.0,1.0,2.0,6.636,0.532258064516129,0.8328505212610419,0.915886163711548,0.8792085647583008,280.0,109.91557398570374,1.0,-0.0272307023196063,109.88834328338412,14.6,16.5,13.23,4.203117272143082,0.532258064516129,0.067,0.073,0.86,43.0,0.0
"Since the time they were introduced zoos have both been supported and criticized. Many believe that zoos could be very entertaining and ecologically important, whereas, others think that keeping animals in captivity is totally wrong. Both sides will be discussed before a reasonable conclusion is drawn.

First, critics of zoology argue that keeping animals in captivity is wrong because animals should be considered non-human persons and they should have the right of having freedom. This is so unfair for them to be taken out of their natural environment and to be kept in small enclosures. That is because, many zoos, especially the ones in developing countries, do not provide care and attention which their animals require. The animals are often undernourished and do not have sufficient quality and quantity of medical treatment. In addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe.

On the other hand, the advocators believe that zoos provide the public with good entertainment and also help to ensure the balance of the ecology. Many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world. Zoos provide educational information about the lives of different animals to the public. Also, zoos play an important role in reserving many breeds of animal and preventing them from being missing from life. This is due to the fact that, in zoos, animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters. Thus zoos are needed to keep the nature balanced.

In conclusion, both of the arguments have strong supports, but in my own view, more good come from zoos than bad. However, it is hoped that the standards of zoos should be leveled up to ensure that the animals in zoos are provided with good care and attention.",Keeping animals in zoos,4.0,325.0,16.0,20.3125,21.0,31.0,9.0,176.0,11.0,184.0,0.243076923076923,0.1476923076923077,0.1107692307692307,0.0153846153846153,5.0,13.0,2.0,2.0,6.062,0.4888268156424581,0.8491147495806217,0.9039036631584167,0.8604759573936462,320.0,134.53114247008116,3.0,-0.3938283021182286,134.13731416796296,11.2,12.7,11.55,3.931861345116713,0.4888268156424581,0.134,0.072,0.794,53.0,0.0
"Nowadays, the popularity of mobile phones has brought about a lot of convenience but at the meanwhile a variety of problems as well, such as social, medical and technical problems. However, I do not think these disadvantages will outweigh the advantages brought by cell phones. In this essay, I would like to analyse these three issues in order to support my viewpoint.

First of all, almost everything that changed our lifestyle a lot will also cause some social problems. Mobile phones are not out of expectation. Speaking loudly on the phone in public areas, such as schools, libraries and hospitals appears to be very impolite and offensive. What is worse , some students utilize their cell phones as an effective cheating tools in examinations in which they can send and receive answers by texting each other. Nevertheless, it is not impossible to solve these problems, as long as some regulations and rules can be effectively implemented.

It is also worth mentioning that some harmful effects on our health are lethal. It has been proved that overusing of the electronic devices including mobile phones could lead to higher possibility of suffering hearing loss and even cancers, although the further investigation are needed.

Another debatable problem is about techniques. There is panic among people that their conversation can be intercepted by the third party. This possibility exists all the time. But a more efficient and reliable system can also be invented to guarantee the private information of users.

Moreover, the mobile phone has become a dispensable multifunctional tools in people's daily life. Not only used for communication, but it also functions as an Internet browser, a music player , a personal organiser and so forth.

In conclusion, nothing can be overused without side effects. The contribution of the mobile phone to our modern society is prominent and people's dependence on it is irreversible, although it has a number of problems that should be well handled.",Effects of mobile phones,6.0,323.0,18.0,17.944444444444443,15.0,31.0,6.0,182.0,10.11111111111111,203.0,0.2291021671826625,0.1362229102167182,0.1114551083591331,0.0402476780185758,10.0,5.0,0.0,1.0,5.389,0.5487465181058496,0.8326530986362033,0.8835239410400391,0.8224146366119385,314.0,130.87900558900202,3.0,-0.0713102519133452,130.80769533708866,10.2,12.0,11.89,4.567864959550993,0.5487465181058496,0.119,0.143,0.739,50.0,0.0
"The modern society is full of cut-throat competition. Some people think that inculcating co-operative approach in a child is essential while some think that competing is the best way to succeed. However, co-operative approach always helps a child to become a responsible adult with good moral values and a friendly social circle.

Co-operation is essential for teamwork. Educational systems emphasize on encouraging co-operative approach in children. We live in a social setup and mutual help and sharing only leads to success. A person can not learn or achieve everything by oneself. For instance, lions hunt in a team. It is only due to their teamwork that they are able to catch a prey and make task easy. In the same way, co-operative approach will save time, energy and will have a higher success rate.

Nevertheless, co-operation helps to understand other's perspective and learn by their mistakes. It helps to identify one's strengths and weaknesses as compared to others. A co-operative approach can create inspirational and motivational feeling seeing other people's achievements. However, competition is also as important as co-operation.

Unfortunately, the meaning of competion has been modified in a wrong direction. An individual must compete with oneself only, instead of trying to beat others. Competition has helped the development of science and technology. Competition helps in improvement and evolution. For example, every other day, new cars are developed by companies which are more efficient than others. This kind of competition gives customers more options.

However, blind and selfish competition is detrimental. 'Your loss, my gain' kind of competition can never be fruitful in the long run. Competition should be always based on self-improvement rule. A healthy competition which involves raising one's own level above others is the best approach.

Thus, competition and co-operation go hand in hand. These are two sides of the same coin which can't be seperated. I firmly believe that children should be taught co-operation complimented with a healthy competition. They must be made aware of the demerits of selfish competition. When co-operation and healthy competition is followed together, success, achievements, recognition and any goal becomes easier.",competition or co-operation-which is better,6.0,350.0,29.0,12.06896551724138,8.0,23.0,5.0,180.0,6.206896551724138,216.0,0.3085714285714285,0.1571428571428571,0.1657142857142857,0.0314285714285714,10.0,10.0,0.0,1.0,4.448,0.513715710723192,0.8334263707029408,0.8688603639602661,0.7734744548797607,357.0,137.53471208407748,5.0,-0.213357330714751,137.32135475336273,9.2,10.6,12.75,4.336431418798394,0.513715710723192,0.245,0.053,0.702,50.0,0.0
